2021-05-07 14:14:46,499 - Start training !
2021-05-07 14:14:46,499 - Start training ... 

2021-05-07 14:22:52,203 - [TRAIN] TOTAL STEP:   2442/1655100	 cls loss: 2.950	 iou loss: 1.257	 avg loss: 33.837619	 lr: 0.010000
2021-05-07 14:22:56,097 - [TRAIN] TOTAL STEP:   2462/1655100	 cls loss: 2.819	 iou loss: 4.903	 avg loss: 33.608592	 lr: 0.010000
2021-05-07 14:22:59,843 - [TRAIN] TOTAL STEP:   2482/1655100	 cls loss: 4.613	 iou loss: 2.858	 avg loss: 33.383699	 lr: 0.010000
2021-05-07 14:23:03,736 - [TRAIN] TOTAL STEP:   2502/1655100	 cls loss: 3.427	 iou loss: 2.778	 avg loss: 33.163361	 lr: 0.010000
2021-05-07 14:23:07,581 - [TRAIN] TOTAL STEP:   2522/1655100	 cls loss: 3.138	 iou loss: 1.580	 avg loss: 32.948555	 lr: 0.010000
2021-05-07 14:23:11,454 - [TRAIN] TOTAL STEP:   2542/1655100	 cls loss: 1.484	 iou loss: 2.686	 avg loss: 32.730023	 lr: 0.010000
2021-05-07 14:23:15,226 - [TRAIN] TOTAL STEP:   2562/1655100	 cls loss: 5.144	 iou loss: 1.434	 avg loss: 32.514089	 lr: 0.010000
2021-05-07 14:23:19,022 - [TRAIN] TOTAL STEP:   2582/1655100	 cls loss: 3.316	 iou loss: 2.580	 avg loss: 32.303742	 lr: 0.010000
2021-05-07 14:23:22,801 - [TRAIN] TOTAL STEP:   2602/1655100	 cls loss: 2.357	 iou loss: 2.286	 avg loss: 32.095311	 lr: 0.010000
2021-05-07 14:23:26,619 - [TRAIN] TOTAL STEP:   2622/1655100	 cls loss: 1.566	 iou loss: 2.088	 avg loss: 31.892551	 lr: 0.010000
2021-05-07 14:23:30,470 - [TRAIN] TOTAL STEP:   2642/1655100	 cls loss: 3.821	 iou loss: 1.555	 avg loss: 31.695244	 lr: 0.010000
2021-05-07 14:23:34,233 - [TRAIN] TOTAL STEP:   2662/1655100	 cls loss: 1.924	 iou loss: 2.316	 avg loss: 31.499892	 lr: 0.010000
2021-05-07 14:23:38,098 - [TRAIN] TOTAL STEP:   2682/1655100	 cls loss: 2.443	 iou loss: 2.321	 avg loss: 31.305703	 lr: 0.010000
2021-05-07 14:23:41,958 - [TRAIN] TOTAL STEP:   2702/1655100	 cls loss: 1.698	 iou loss: 2.749	 avg loss: 31.115236	 lr: 0.010000
2021-05-07 14:23:45,712 - [TRAIN] TOTAL STEP:   2722/1655100	 cls loss: 1.716	 iou loss: 3.130	 avg loss: 30.927892	 lr: 0.010000
2021-05-07 14:23:49,488 - [TRAIN] TOTAL STEP:   2742/1655100	 cls loss: 3.093	 iou loss: 3.003	 avg loss: 30.740076	 lr: 0.010000
2021-05-07 14:23:53,266 - [TRAIN] TOTAL STEP:   2762/1655100	 cls loss: 1.990	 iou loss: 0.695	 avg loss: 30.555205	 lr: 0.010000
2021-05-07 14:23:57,122 - [TRAIN] TOTAL STEP:   2782/1655100	 cls loss: 3.159	 iou loss: 2.280	 avg loss: 30.377201	 lr: 0.010000
2021-05-07 14:24:00,883 - [TRAIN] TOTAL STEP:   2802/1655100	 cls loss: 2.345	 iou loss: 1.808	 avg loss: 30.195908	 lr: 0.010000
2021-05-07 14:24:04,671 - [TRAIN] TOTAL STEP:   2822/1655100	 cls loss: 3.644	 iou loss: 1.745	 avg loss: 30.019063	 lr: 0.010000
2021-05-07 14:24:08,511 - [TRAIN] TOTAL STEP:   2842/1655100	 cls loss: 3.543	 iou loss: 2.834	 avg loss: 29.848995	 lr: 0.010000
2021-05-07 14:24:12,358 - [TRAIN] TOTAL STEP:   2862/1655100	 cls loss: 2.007	 iou loss: 2.883	 avg loss: 29.681376	 lr: 0.010000
2021-05-07 14:24:16,197 - [TRAIN] TOTAL STEP:   2882/1655100	 cls loss: 2.012	 iou loss: 2.596	 avg loss: 29.513321	 lr: 0.010000
2021-05-07 14:24:20,074 - [TRAIN] TOTAL STEP:   2902/1655100	 cls loss: 3.228	 iou loss: 2.249	 avg loss: 29.347564	 lr: 0.010000
2021-05-07 14:24:23,948 - [TRAIN] TOTAL STEP:   2922/1655100	 cls loss: 3.821	 iou loss: 2.293	 avg loss: 29.182169	 lr: 0.010000
